img_src,price,displacement,seatheight,wet_weight,dry_weight,starter,category,engine_type,year,make,model
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CR_85R.jpg?itok=KkiuCss_,2899,85,33,,144,Kick,Motorcross,Two-stroke,2004,Honda,Cr85R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Kawasaki_KLX_110.jpg?itok=Au3cPn04,1599,111,26,150,,Kick,Off-Road,SOHC,2004,Kawasaki,Klx110
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CR_85RExpert.jpg?itok=mx1yvUYx,2999,85,35,,145,Kick,Motorcross,Two-stroke,2004,Honda,Cr85R Expert
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Kawasaki_KLX_125.jpg?itok=Qctd15yn,2299,124,31,,176,Kick,Off-Road,SOHC,2004,Kawasaki,Klx125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CR_125R.jpg?itok=qfc268AY,5099,125,37,,197,Kick,Motorcross,Two-stroke,2004,Honda,Cr125R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Kawasaki_KLX_125L.jpg?itok=tuQdNcE9,2499,124,32,,179,Kick,On-Off Road,SOHC,2004,Kawasaki,Klx125L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CR_250R.jpg?itok=bmxAy-uu,5999,249,37,,213,Kick,Motorcross,Two-stroke,2004,Honda,Cr250R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Kawasaki_KLX_300R.jpg?itok=ttNAMcKb,4699,292,36,251,,Kick,Off-Road,DOHC,2004,Kawasaki,Klx300R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_KTM_50Adventure_Mini.jpg?itok=ddSKyYEf,1448,49,22,,83,Kick,Sportminicycle,Two-stroke,2004,KTM,50 Adventure Mini
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CRF_50F.jpg?itok=za_pTuBC,1199,49,22,,104,Kick,Enduro,SOHC,2004,Honda,Crf50F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_KTM_50Adventure_Senior.jpg?itok=Yn4GkoBI,2148,49,26,,85,Kick,Sportminicycle,Two-stroke,2004,KTM,50 Adventure Senior
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CRF_70F.jpg?itok=xiuG7rCt,1499,72,26,,128,Kick,Enduro,SOHC,2004,Honda,Crf70F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_KTM_SX_50ProJuniorLC.jpg?itok=nooa0CQ9,2698,49,23,,83,Kick,Sportminicycle,Two-stroke,2004,KTM,50 Sx Pro Junior Lc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CRF_80F.jpg?itok=2IoKPjuC,1899,80,29,,154,Kick,Enduro,SOHC,2004,Honda,Crf80F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_KTM_SX_50ProSeniorLC.jpg?itok=KKiu1ryv,2948,49,26,,86,Kick,Sportminicycle,Two-stroke,2004,KTM,50 Sx Pro Senior Lc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Honda_CRF_100F.jpg?itok=1hYRhCxM,2199,99,31,,165,Kick,Enduro,SOHC,2004,Honda,Crf100F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Suzuki_RM-Z_250.jpg?itok=F2wV818d,5599,249,37,,204,Kick,Motorcross,DOHC,2004,Suzuki,Rm-Z250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_SM_450R.jpg?itok=wHOKOZE5,6799,449,36,,240,Electric / Kick,,DOHC,2004,Husqvarna,Sm450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_TE_450.jpg?itok=FJORVIkw,6599,449,38,,238,Electric / Kick,Enduro,DOHC,2004,Husqvarna,Te450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_TE_250.jpg?itok=OTUzzQpG,6299,250,38,,233,Electric / Kick,Enduro,DOHC,2004,Husqvarna,Te250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_TC_450.jpg?itok=fsaZZtwd,6499,449,38,,234,Kick,Motocross,DOHC,2004,Husqvarna,Tc450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_CR_125.jpg?itok=Web8j8hs,4999,125,36,,197,Kick,Motocross,Two-stroke,2004,Husqvarna,Cr125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_WR_250.jpg?itok=3Hs8m4tv,5979,249,35,,228,Kick,Enduro,Two-stroke,2004,Husqvarna,Wr250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2004/2004_Husqvarna_WR_125.jpg?itok=svJjgNjx,5289,125,38,,204,Kick,Enduro,Two-stroke,2004,Husqvarna,Wr125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Honda_CR_85RExpert.jpg?itok=PM5-xXEA,3199,85,34,,145,Kick,Motocross,Two-stroke,2005,Honda,Cr85R Expert
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Suzuki_RM_85L.jpg?itok=TDGAqgjw,3199,85,34,,152,Kick,Motorcross,Two-stroke,2005,Suzuki,Rm85L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Suzuki_RM_85.jpg?itok=_N0sXZNF,3099,85,34,,143,Kick,Motorcross,Two-stroke,2005,Suzuki,Rm85
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Suzuki_RM_65.jpg?itok=DZYvlzS8,2849,65,30,,126,Kick,Motorcross,Two-stroke,2005,Suzuki,Rm65
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Suzuki_RM-Z_250.jpg?itok=EyKQapEC,5599,249,38,,204,Kick,Motorcross,DOHC,2005,Suzuki,Rm-Z250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Suzuki_JR_50.jpg?itok=K_7qh18Y,1099,49,19,,84,Kick,Motorcross,Two-stroke,2005,Suzuki,Jr50
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Kawasaki_KX_65.jpg?itok=r2bFXRhR,2799,65,30,132,,Kick,Motorcross,Two-stroke,2005,Kawasaki,Kx65
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Kawasaki_KX_85.jpg?itok=wbD-dJPB,2999,84,33,,143,Kick,Motorcross,Two-stroke,2005,Kawasaki,Kx85
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Kawasaki_KX_100.jpg?itok=laY7_CHL,3349,99,34,,150,Kick,Motorcross,Two-stroke,2005,Kawasaki,Kx100
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Kawasaki_KX_125.jpg?itok=dmRY1B1P,5099,124,37,,192,Kick,Motorcross,Two-stroke,2005,Kawasaki,Kx125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_85%2817-14%29.jpg?itok=oBDQ8EB2,3598,85,35,,150,Kick,Sportminicycle,Two-stroke,2005,KTM,85 Sx (17/14)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_125.jpg?itok=he9ARMDn,5298,125,36,,204,Kick,Motocross,Two-stroke,2005,KTM,125 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_250.jpg?itok=oowdCRK1,6248,249,36,,215,Kick,Motocross,Two-stroke,2005,KTM,250 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_450Racing.jpg?itok=l66Lk3Vj,6498,449,36,,232,Kick,Motocross,SOHC,2005,KTM,450 Sx Racing
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_525Racing.jpg?itok=zNbjmurG,6798,510,36,,234,Kick,Motocross,SOHC,2005,KTM,525 Sx Racing
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TC_250.jpg?itok=nDgBkN0d,5999,250,38,,212,Kick,Motocross,DOHC,2005,Husqvarna,Tc250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TC_450.jpg?itok=ox9o5nfO,6499,449,38,,231,Kick,Motocross,DOHC,2005,Husqvarna,Tc450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SX_85%2819-16%29.jpg?itok=29kdeAlp,3598,85,35,,150,Kick,Sportminicycle,Two-stroke,2005,KTM,85 Sx (19/16)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TC_510.jpg?itok=_CduHuAz,6899,501,38,,235,Kick,Motocross,DOHC,2005,Husqvarna,Tc510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_50Adventure_Mini.jpg?itok=2Zf5gSAH,1598,49,21,,83,Kick,Sportminicycle,Two-stroke,2005,KTM,50 Adventure Mini
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_50Adventure_Senior.jpg?itok=f1YqY0eq,2148,49,26,,85,Kick,Sportminicycle,Two-stroke,2005,KTM,50 Adventure Senior
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TE_450.jpg?itok=8g2bLC_Y,6889,449,37,,238,Electric / Kick,Enduro,DOHC,2005,Husqvarna,Te450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_SXC_625.jpg?itok=Ain5ZBat,,625,39,,307,Electric / Kick,Adventure,SOHC,2005,KTM,625 Sxc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TE_250.jpg?itok=4LvnRYtV,6299,250,38,,233,Electric / Kick,Enduro,DOHC,2005,Husqvarna,Te250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_125_SX.jpg?itok=soBHhxjH,3995,124,34,308,,Kick,Enduro,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_MXC_300.jpg?itok=pNgPlqxN,6398,293,36,,222,Kick,Off-Road,Two-stroke,2005,KTM,300 Mxc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_XT_225.jpg?itok=52wsJcTd,4099,223,32,267,,Electric,Adventure,SOHC,2005,Yamaha,Xt225
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_TE_510.jpg?itok=u0uG5vj4,7199,501,37,,240,Electric / Kick,Enduro,DOHC,2005,Husqvarna,Te510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_125_SM.jpg?itok=ccFx4OIR,4395,124,33,312,,Kick,Enduro,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_TW_200.jpg?itok=6pDPadg7,3699,196,31,278,,Electric,Adventure,SOHC,2005,Yamaha,Tw200
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_SM_450R.jpg?itok=qIWI-4hI,6799,449,36,,240,Electric / Kick,,DOHC,2005,Husqvarna,Sm450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_125_FunX.jpg?itok=F71GXyNq,2779,124,34,264,,Kick,Enduro,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_WR_450F.jpg?itok=HT2Dt28B,6599,449,38,,244,Electric / Kick,Road,DOHC,2005,Yamaha,Wr450F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Husqvarna_SM_510R.jpg?itok=JhQh5BgC,7299,501,36,,241,Electric / Kick,,DOHC,2005,Husqvarna,Sm510R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_Baghira_StreetMoto.jpg?itok=_-pKkcW7,5995,660,35,425,,Electric,Supermoto,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_Baghira_Enduro.jpg?itok=DECbpswS,5995,660,37,403,,Electric,Enduro,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_MXC_450.jpg?itok=amLkA2Lc,7048,448,36,,247,Electric / Kick,Off-Road,SOHC,2005,KTM,450 Mxc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_WR_250F.jpg?itok=CX3sG95g,5899,249,38,,228,Electric / Kick,Road,DOHC,2005,Yamaha,Wr250F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_MZ_Baghira_BlackPanther.jpg?itok=BuignOUR,5995,660,35,425,,Electric,Dual Purpose,DOHC,2005,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_MXC_525.jpg?itok=7Xa4Ro9a,7348,510,36,,248,Electric / Kick,Off-Road,SOHC,2005,KTM,525 Mxc
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_PW_80.jpg?itok=GrDPoKWv,1249,79,25,,126,Kick,Off-Road,Two-stroke,2005,Yamaha,Pw80
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_MXC_525DesertRacing.jpg?itok=GvwS1QHh,,510,36,,253,Electric / Kick,Off-Road,SOHC,2005,KTM,525 Mxc Desert Racing
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_PW_50.jpg?itok=olJ-5lwt,1079,49,19,,82,Kick,Off-Road,Two-stroke,2005,Yamaha,Pw50
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_950Adventure_Orange.jpg?itok=tSXiMjf4,13898,942,34,,437,Electric,Adventure,DOHC,2005,KTM,950 Adventure Orange
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_TT-R_250.jpg?itok=9vw9HvBj,4399,249,36,,249,Electric / Kick,Off-Road,DOHC,2005,Yamaha,Tt-R250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_KTM_950Adventure_S.jpg?itok=AEOLK-CA,,942,35,,437,Electric,Adventure,DOHC,2005,KTM,950 Adventure S
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Yamaha_TT-R_230.jpg?itok=PF6qft_Q,3299,223,35,,242,Electric,Off-Road,SOHC,2005,Yamaha,Tt-R230
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2005/2005_Honda_CRF_250X.jpg?itok=dMzHL_Sc,6399,249,38,,250,Electric / Kick,Road,OHV,2005,Honda,Crf250X
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_450R.jpg?itok=VRXDvuXM,6899,449,38,,219,Kick,Motocross,OHV,2006,Honda,Crf450R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2005_KTM_SX_85%2819-16%29.jpg?itok=avDKVr5l,4298,85,35,,150,Kick,Sportminicycle,Two-stroke,2006,KTM,85 Sx (19/16)
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_PW_80.jpg?itok=UjNuezyU,1299,79,25,,126,Kick,Off-Road,Two-stroke,2006,Yamaha,Pw80
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KDX_50.jpg?itok=IsJNwI56,1199,49,19,,84,Kick,Road,Two-stroke,2006,Kawasaki,Kdx50
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2005_Honda_CRF_250R.jpg?itok=_svwS6sC,6299,249,38,,204,Kick,Motocross,OHV,2006,Honda,Crf250R
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_KTM_SX_250.jpg?itok=rDZRkrfT,6298,249,36,,208,Kick,Motocross,Two-stroke,2006,KTM,250 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_PW_50.jpg?itok=yV_DTlYn,1099,49,19,,82,Kick,Off-Road,Two-stroke,2006,Yamaha,Pw50
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KDX_200.jpg?itok=eKDY-9cN,4199,198,36,243,,Kick,Road,Two-stroke,2006,Kawasaki,Kdx200
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_50F.jpg?itok=J46SUM44,1299,49,22,,104,Kick,Enduro,SOHC,2006,Honda,Crf50F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_KTM_SX_450.jpg?itok=RXo8iWLS,6998,449,36,,231,Kick,Motocross,SOHC,2006,KTM,450 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_TT-R_250.jpg?itok=7UII1g84,4499,249,36,,249,Electric / Kick,Off-Road,DOHC,2006,Yamaha,Tt-R250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KLR_650.jpg?itok=oyQpNKB4,5199,651,35,392,,Electric / Kick,On-Off Road,DOHC,2006,Kawasaki,Klr650
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_70F.jpg?itok=dqyqZ9JA,1599,72,26,,128,Kick,Enduro,SOHC,2006,Honda,Crf70F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_KTM_SX_525.jpg?itok=c2pX8r4r,7098,510,36,,234,Kick,Motocross,SOHC,2006,KTM,525 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_TT-R_230.jpg?itok=FRfphz8H,3399,223,35,,242,Electric,Off-Road,SOHC,2006,Yamaha,Tt-R230
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KLX_110.jpg?itok=vjfoUoYb,1699,111,26,150,,Kick,Off-Road,SOHC,2006,Kawasaki,Klx110
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_80F.jpg?itok=CtGOquKD,2019,80,29,,154,Kick,Enduro,SOHC,2006,Honda,Crf80F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_100F.jpg?itok=5fE9EcdP,2319,99,31,,165,Kick,Enduro,SOHC,2006,Honda,Crf100F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Suzuki_RM-Z_250.jpg?itok=rbslhCi7,5599,249,38,,204,Kick,Motorcross,DOHC,2006,Suzuki,Rm-Z250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_KTM_SX_250F.jpg?itok=sxo0hKBr,6598,250,36,,216,Kick,Motocross,DOHC,2006,KTM,250 Sx-F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_TT-R_125L.jpg?itok=nM5RbU_q,2549,124,32,,172,Kick,Off-Road,SOHC,2006,Yamaha,Tt-R125L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KLX_125.jpg?itok=TZUF2BeX,2399,124,31,,176,Kick,Off-Road,SOHC,2006,Kawasaki,Klx125
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Kawasaki_KLX_125L.jpg?itok=_V3KQS8g,2599,124,32,,179,Kick,Off-Road,SOHC,2006,Kawasaki,Klx125L
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_230F.jpg?itok=wfPTNwjZ,3599,223,34,,238,Kick,Enduro,SOHC,2006,Honda,Crf230F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Suzuki_RM-Z_450.jpg?itok=mqDz8dwQ,6599,449,39,,220,Kick,Motorcross,DOHC,2006,Suzuki,Rm-Z450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_KTM_SX_105.jpg?itok=QR3hJpwS,,104,35,,150,Kick,Motocross,Two-stroke,2006,KTM,105 Sx
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Yamaha_TT-R_125LE.jpg?itok=e-y04fpC,2749,124,32,,179,Electric / Kick,Off-Road,SOHC,2006,Yamaha,Tt-R125Le
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Honda_CRF_150F.jpg?itok=Z8pbKepF,3099,149,33,,223,Electric,Enduro,SOHC,2006,Honda,Crf150F
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Tomberlin_XS_90.jpg?itok=zjwxCaQa,899,90,24,,133,Electric / Kick,Off-Road,SOHC,2006,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Tomberlin_XS_110.jpg?itok=hFdwvfSz,999,107,28,,181,Electric / Kick,Off-Road,SOHC,2006,,
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Husqvarna_TE_250.jpg?itok=sK78v3Ue,6399,250,38,,233,Electric / Kick,Enduro,DOHC,2006,Husqvarna,Te250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Husqvarna_TE_450.jpg?itok=eGjSWN44,7199,449,39,,238,Electric / Kick,Enduro,DOHC,2006,Husqvarna,Te450
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Husqvarna_TE_510.jpg?itok=DoR2ZCu6,7399,501,39,,239,Electric / Kick,Enduro,DOHC,2006,Husqvarna,Te510
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Husqvarna_WR_250.jpg?itok=u2f0ocrQ,6099,249,38,,228,Kick,Enduro,Two-stroke,2006,Husqvarna,Wr250
https://www.dirtrider.com/sites/dirtrider.com/files/styles/1000_1x_/public/buyers_guide/2006/2006_Aprilia_RXV_4.5.jpg?itok=9F0OnpQA,8199,449,39,,,Electric,Off-Road,SOHC,2006,Aprilia,Rxv 4.5
